,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month_sold,house_age
3793,581000.0,4,1.0,1630,2566,1.5,0,0,3,1630,0,1921,2000,1819-1827 25th Ave,Seattle,WA 98122,7,93
3794,952500.0,4,1.5,2550,5055,2.0,0,0,4,2550,0,1910,0,1901 25th Ave E,Seattle,WA 98112,7,104
3795,808000.0,4,2.25,2500,8866,2.0,0,0,4,2500,0,1987,0,14586 NE 58th St,Bellevue,WA 98007,7,27
3796,476000.0,4,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013,6516 43rd Ave NE,Seattle,WA 98115,7,69
3797,535000.0,4,1.75,1420,5000,1.5,0,0,4,1420,0,1945,0,3027 NW 67th St,Seattle,WA 98117,7,69
3799,629800.0,3,2.5,2390,1984,2.0,0,0,3,2220,170,2008,0,329 NE Eagle Way,Issaquah,WA 98029,7,6
3800,417838.0,4,2.5,2530,5048,2.0,0,0,3,2530,0,2014,0,27416 208th Ave SE,Maple Valley,WA 98038,7,0
3801,399895.0,4,2.5,2701,4500,2.0,0,0,3,2701,0,2014,0,5535 Elaine Ave SE,Auburn,WA 98092,7,0
3803,300000.0,4,2.5,2303,3826,2.0,0,0,3,2303,0,2006,0,13328 SE 308 Ct,Auburn,WA 98092,7,8
3804,640000.0,2,2.25,1540,965,3.0,0,0,3,1540,0,2007,0,1816 11th Ave,Seattle,WA 98122,7,7
3805,460000.0,3,2.5,1450,1053,2.0,0,0,3,940,510,2008,0,1406B NW 64th St,Seattle,WA 98107,7,6
3806,525000.0,2,2.5,1160,1458,2.0,0,0,3,1040,120,2012,1912,2067 Gilman Dr W,Seattle,WA 98119,7,2
3807,499990.0,4,2.75,2910,6334,2.0,0,0,3,2910,0,2013,1923,1141 SE 11th St,North Bend,WA 98045,7,1
3810,512031.0,3,1.75,1540,3000,1.0,0,2,3,770,770,1920,1979,6528 3rd Ave NW,Seattle,WA 98117,7,94
3811,310000.0,2,1.0,700,3000,1.0,0,0,4,700,0,1918,1974,929 N 77th St,Seattle,WA 98103,7,96
3813,255000.0,4,2.0,2430,8960,1.0,0,0,3,1430,1000,1960,2012,8019 S 117th St,Seattle,WA 98178,7,54
3814,435000.0,3,2.5,1900,7984,2.0,0,0,3,1900,0,1993,0,Tolt Pipeline Trail,Bothell,WA 98011,7,21
3815,453000.0,3,2.0,1660,15050,1.0,0,0,3,1260,400,1983,2009,13417 110th Pl NE,Kirkland,WA 98034,7,31
3816,260000.0,4,2.0,1620,7992,2.0,0,0,4,1620,0,1975,0,23109 125th Ave SE,Kent,WA 98031,7,39
3817,659000.0,4,2.0,2090,10800,1.0,0,0,4,2090,0,1951,1999,3738 86th Ave SE,Mercer Island,WA 98040,7,63
3818,223000.0,3,2.0,1110,7231,1.0,0,0,4,1110,0,1991,0,22124 112th Pl SE,Kent,WA 98031,7,23
3819,851000.0,5,3.25,3760,9792,2.0,0,0,3,2550,1210,1984,0,4412 170th Ave SE,Bellevue,WA 98006,7,30
3820,605000.0,3,2.25,2080,12134,1.0,0,0,4,1530,550,1973,0,2408 178th Ave NE,Redmond,WA 98052,7,41
3821,895000.0,4,2.25,1950,5950,1.0,0,0,3,1330,620,1947,2012,2220 5th Ave N,Seattle,WA 98109,7,67
3822,519000.0,5,2.25,2570,13054,1.0,0,1,3,1470,1100,1950,1992,1316 SW 172nd St,Normandy Park,WA 98166,7,64
3823,535000.0,3,1.75,2330,12141,1.0,0,0,3,1390,940,1983,2009,14506 NE 184th Pl,Woodinville,WA 98072,7,31
3825,250000.0,3,2.25,1920,7738,1.0,0,0,3,1520,400,1965,1993,249 S 163rd Pl,Burien,WA 98148,7,49
3826,580000.0,3,2.25,1900,3960,1.5,0,0,3,1200,700,1905,2010,1121 27th Ave,Seattle,WA 98122,7,109
3827,1038000.0,4,1.75,1440,13296,1.0,0,0,4,1440,0,1967,0,10208 NE 26th St,Bellevue,WA 98004,7,47
3829,599950.0,4,3.5,2500,3080,2.0,0,0,3,1810,690,2008,0,7928 150th Ct NE,Redmond,WA 98052,7,6
3831,480000.0,3,2.0,1470,10052,1.0,0,0,4,1470,0,1956,0,13341 12th Ave NE,Seattle,WA 98125,7,58
3832,329950.0,4,2.5,2120,4558,2.0,0,0,3,2120,0,2002,0,23834 SE 248th Pl,Maple Valley,WA 98038,7,12
3834,345000.0,5,2.5,2450,6994,2.0,0,0,3,2450,0,2002,0,11207 SE 272nd Pl,Kent,WA 98030,7,12
3835,175000.0,4,2.5,1780,6000,2.0,0,0,3,1780,0,1991,0,2401-2499 S 244th St,Des Moines,WA 98198,7,23
3836,185000.0,5,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999,10626 12th Ave SW,Seattle,WA 98146,7,72
3838,690000.0,3,1.5,1760,4000,2.0,0,0,3,1760,0,1922,2008,2314 10th Ave E,Seattle,WA 98102,7,92
3839,265000.0,4,3.0,1940,8170,1.0,0,0,4,1940,0,1948,0,15022 25th Ave NE,Shoreline,WA 98155,7,66
3840,720000.0,4,3.0,3550,12327,1.5,0,0,4,2180,1370,1990,0,17325 102nd Ave NE,Bothell,WA 98011,7,24
3841,256000.0,4,2.5,2050,5787,2.0,0,0,3,2050,0,2002,0,1327 S 277th Pl,Des Moines,WA 98198,7,12
3842,255000.0,4,2.25,1680,3179,2.0,0,0,3,1680,0,2002,0,11631 SE 308th Pl,Auburn,WA 98092,7,12
3843,540000.0,3,2.25,1320,1800,2.0,0,0,3,1320,0,1994,0,3404 E Cherry St,Seattle,WA 98122,7,20
3844,481015.0,3,2.25,1550,5511,2.0,0,0,3,1550,0,1987,2000,10600-10650 117th Pl NE,Kirkland,WA 98033,7,27
3845,575000.0,3,1.75,2680,8625,1.0,0,0,5,1590,1090,1974,0,100 Mt Si Pl NW,Issaquah,WA 98027,7,40
3847,475000.0,4,2.5,2040,7260,2.0,0,0,4,2040,0,1963,0,15320 Corliss Pl N,Shoreline,WA 98133,7,51
3848,732000.0,3,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0,3741 Belvidere Ave SW,Seattle,WA 98126,7,37
3849,860000.0,4,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0,15 Raye St,Seattle,WA 98109,7,90
3850,389000.0,4,1.75,2400,7700,1.5,0,0,4,1500,900,1927,0,2148 N 115th St,Seattle,WA 98133,7,87
3851,645000.0,3,1.75,2270,11472,1.0,0,0,4,1370,900,1956,0,10514 14th Ave NW,Seattle,WA 98177,7,58
3852,475000.0,4,2.5,1850,5444,2.0,0,0,5,1850,0,1981,0,13617 135th Ave NE,Kirkland,WA 98034,7,33
3853,550000.0,4,2.75,2160,5005,1.0,0,0,3,1430,730,1987,2000,9417 25th Ave NE,Seattle,WA 98115,7,27
3854,305000.0,2,1.0,2160,12960,1.0,0,0,3,1360,800,1968,1997,14717 58th Ave S,Tukwila,WA 98168,7,46
3855,782000.0,2,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990,1922 5th Ave W,Seattle,WA 98119,7,108
3856,545000.0,3,2.0,1340,7200,1.5,0,0,4,1340,0,1923,0,4714 54th Ave S,Seattle,WA 98118,7,91
3857,394500.0,4,2.5,3002,6042,2.0,0,0,3,3002,0,2004,2003,11619 SE 200th St,Kent,WA 98031,7,10
3858,600000.0,5,2.0,2190,9072,1.0,0,0,5,1110,1080,1965,0,14314 NE 72nd St,Redmond,WA 98052,7,49
3860,300000.0,2,1.0,1010,11919,1.0,0,0,3,1010,0,1947,2012,16036 6th Ave NE,Shoreline,WA 98155,7,67
3861,330000.0,4,2.5,2105,6093,2.0,0,0,3,2105,0,2003,0,27631-27699 145th Pl SE,Kent,WA 98042,7,11
3862,723000.0,4,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954,1503 45th Ave SW,Seattle,WA 98116,7,86
3864,480000.0,5,2.5,2160,7737,2.0,0,0,3,2160,0,1998,2006,7001 Autumn Ave SE,Snoqualmie,WA 98065,7,16
3865,496000.0,2,1.0,900,9260,1.0,0,0,3,900,0,1946,0,219 NW 56th St,Seattle,WA 98107,7,68
3866,625000.0,3,3.0,1820,1641,3.0,0,0,3,1540,280,2006,0,10 W Etruria St,Seattle,WA 98119,7,8
3867,475000.0,4,2.0,2100,13468,1.0,0,0,5,1050,1050,1962,0,11719 33rd Pl NE,Seattle,WA 98125,7,52
3868,275250.0,3,2.25,1520,7199,2.0,0,0,4,1520,0,1992,0,23017 SE 281st Ct,Maple Valley,WA 98038,7,22
3869,253000.0,2,1.0,1310,7128,1.0,0,0,4,940,370,1980,0,11414 SE 230th Pl,Kent,WA 98031,7,34
3870,630000.0,4,2.5,2190,9880,1.0,0,0,4,1410,780,1979,0,11607 NE 103rd Pl,Kirkland,WA 98033,7,35
3871,660500.0,5,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0,2739 31st Ave S,Seattle,WA 98144,7,96
3872,262000.0,5,1.0,1870,7800,1.0,0,0,3,1580,290,1962,2003,903 S 101st St,Seattle,WA 98168,7,52
3874,552000.0,3,2.5,1840,9900,1.0,0,0,3,1840,0,1978,0,300 142nd Ave NE,Bellevue,WA 98007,7,36
3876,736000.0,2,1.0,1500,4000,1.0,0,0,3,1100,400,1933,0,2401-2599 Lorentz Pl N,Seattle,WA 98109,7,81
3877,355000.0,3,1.75,1730,7416,1.5,0,0,3,1730,0,1954,2005,18010 N Park Pl N,Shoreline,WA 98133,7,60
3878,305000.0,3,1.0,1580,7424,1.0,0,0,3,1010,570,1962,2003,12633 SE 158th St,Renton,WA 98058,7,52
3879,484998.0,4,2.5,1540,1870,2.0,0,0,3,1540,0,2014,0,2520 Mulberry Walk NE,Issaquah,WA 98029,7,0
3880,1054690.0,4,3.5,3390,3979,2.0,0,0,3,2610,780,2014,0,3906 W Briarcliff Ln,Seattle,WA 98199,7,0
3881,334500.0,2,1.5,830,1858,2.0,0,0,3,830,0,2005,0,2300 14th Ave S,Seattle,WA 98144,7,9
3882,475000.0,4,2.75,2620,6178,2.0,0,0,3,2620,0,2013,1923,996 SE 12th St,North Bend,WA 98045,7,1
3883,309780.0,3,2.5,2242,4500,2.0,0,0,3,2242,0,2014,0,Bennett Ave SE,Auburn,WA 98092,7,0
3884,795000.0,4,2.5,2890,7798,2.0,0,0,3,2890,0,2005,0,15941 SE Cougar Mountain Way,Bellevue,WA 98006,7,9
3885,274500.0,3,2.25,1450,4050,2.0,0,0,3,1450,0,2010,0,26133 242nd Ave SE,Maple Valley,WA 98038,7,4
3886,265050.0,2,1.5,800,2119,2.0,0,0,3,800,0,2008,0,5257 23rd Ave SW,Seattle,WA 98106,7,6
3887,567500.0,3,2.5,2280,2502,2.0,0,0,3,1880,400,2006,0,561 Mountain View Ln NW,Issaquah,WA 98027,7,8
3889,285000.0,5,2.5,2270,6300,2.0,0,0,3,2270,0,1995,0,12840 SE 307th Pl,Auburn,WA 98092,7,19
3890,445838.0,3,2.5,2250,5692,2.0,0,0,3,2250,0,2000,0,10010 37th Ave SW,Seattle,WA 98146,7,14
3891,304900.0,4,1.75,2600,11325,1.0,0,0,4,1610,990,1969,0,23030 100th Ave SE,Kent,WA 98031,7,45
3892,940000.0,4,2.0,2490,9525,2.0,0,0,5,2490,0,1968,0,4558 91st Ave SE,Mercer Island,WA 98040,7,46
3893,1127000.0,4,2.5,3160,8281,2.0,0,0,4,3160,0,1995,0,709 7th St S,Kirkland,WA 98033,7,19
3895,290000.0,3,1.0,1440,11250,1.0,0,0,3,1440,0,1967,2011,1901 Shattuck Ave S,Renton,WA 98055,7,47
3896,250000.0,3,1.75,1770,8868,1.0,0,0,4,1770,0,1959,0,1201-1215 O St NE,Auburn,WA 98002,7,55
3897,342000.0,4,2.5,2300,6448,2.0,0,0,3,2300,0,2001,0,24612 102nd Pl SE,Kent,WA 98030,7,13
3898,1012000.0,4,2.5,2980,16263,2.0,0,0,3,2980,0,1989,0,6410 141st Ave SE,Bellevue,WA 98006,7,25
3899,400000.0,4,2.25,2230,7200,1.0,0,0,4,1300,930,1963,0,2357 N 187th St,Shoreline,WA 98133,7,51
3900,312500.0,3,1.75,1830,7969,1.0,0,0,3,930,900,1950,2008,306 S 15th St,Renton,WA 98055,7,64
3901,267000.0,3,1.0,1740,10875,1.0,0,0,4,1020,720,1962,0,4035 S 150th St,Tukwila,WA 98188,7,52
3902,575000.0,3,1.75,1530,6743,1.0,0,0,3,1410,120,1955,2005,4931 SW Forney St,Seattle,WA 98116,7,59
3903,810000.0,3,1.5,1520,9041,1.0,0,0,4,1520,0,1954,1979,9530 NE 5th St,Bellevue,WA 98004,7,60
3904,850000.0,3,2.5,3230,5000,2.0,0,2,5,2430,800,1945,0,2431 NW Neptune Pl,Seattle,WA 98117,7,69
3905,1015000.0,3,3.25,3620,4000,2.0,0,0,3,2730,890,2005,0,3505 W McGraw St,Seattle,WA 98199,7,9
3907,240000.0,3,1.75,1570,8750,1.0,0,0,3,1570,0,1960,2012,17820 1st Avenue South,Burien,WA 98148,7,54
3908,198000.0,4,1.75,2080,7200,1.0,0,0,4,1050,1030,1966,0,4114 S 294th St,Auburn,WA 98001,7,48
3909,565000.0,4,2.5,2230,8624,1.0,0,0,4,1430,800,1969,0,14021 NE 62nd St,Redmond,WA 98052,7,45
3912,815000.0,4,2.5,3150,4203,2.0,0,0,3,3150,0,2002,0,9714 132nd Ave NE,Kirkland,WA 98033,7,12
3914,588000.0,5,3.0,2190,4900,2.0,0,0,5,1490,700,1940,0,8314 Jones Ave NW,Seattle,WA 98117,7,74
3915,280500.0,4,2.5,1890,6962,2.0,0,0,3,1890,0,1997,0,30021 114th Way SE,Auburn,WA 98092,7,17
3917,509000.0,2,1.5,1930,3521,2.0,0,0,3,1930,0,1989,0,78 145th Pl SE,Bellevue,WA 98007,7,25
3918,490600.0,3,2.5,3316,11447,2.0,0,0,3,3316,0,1986,0,33247-33248 2nd Pl SW,Federal Way,WA 98023,7,28
3919,650000.0,3,1.5,1380,4500,1.0,0,0,5,1380,0,1960,0,2719 63rd Ave SE,Mercer Island,WA 98040,7,54
3920,715000.0,3,4.0,2080,2250,3.0,0,4,3,2080,0,1997,0,4326 Greenwood Ave N,Seattle,WA 98103,7,17
3921,529950.0,3,1.0,1240,5000,1.5,0,0,5,1240,0,1909,1988,820 NW 64th St,Seattle,WA 98107,7,105
3922,265000.0,3,1.0,1020,8610,1.0,0,0,5,1020,0,1959,0,3704 NE 9th Ct,Renton,WA 98056,7,55
3925,610000.0,3,2.0,2300,13418,1.0,0,0,3,1430,870,1955,2005,335-345 105th Ave SE,Bellevue,WA 98004,7,59
3926,554729.0,4,2.5,2020,4350,2.0,0,0,5,1730,290,1943,0,4109 W Bertona St,Seattle,WA 98199,7,71
3927,395000.0,5,1.75,1840,10453,1.0,0,2,3,1360,480,1948,1994,2716 SW 170th St,Burien,WA 98166,7,66
3928,341000.0,3,1.0,1390,4814,1.5,0,0,3,1390,0,1908,1988,8116 8th Ave NE,Seattle,WA 98115,7,106
3929,264500.0,4,2.25,2060,11385,1.0,0,0,4,1200,860,1962,0,2152 SW 323rd St,Federal Way,WA 98023,7,52
3931,640000.0,3,2.25,1980,10115,1.0,0,0,3,1980,0,1959,1989,3060 124th Ave NE,Bellevue,WA 98005,7,55
3932,430000.0,3,1.5,1810,5080,1.0,0,0,3,1030,780,1958,2004,7321 39th Ave NE,Seattle,WA 98115,7,56
3933,410000.0,4,2.5,1700,9000,1.0,0,0,5,1700,0,1972,0,14214 81st Ave NE,Kirkland,WA 98034,7,42
3934,220000.0,4,1.0,1200,6000,1.5,0,0,3,1200,0,1923,1998,7943 13th Ave SW,Seattle,WA 98106,7,91
3936,405500.0,2,2.75,1350,1252,2.0,0,0,3,1120,230,2006,0,9126 45th Ave SW,Seattle,WA 98136,7,8
3937,633000.0,4,2.5,2360,10000,1.0,0,3,3,1980,380,1977,2004,3323-3325 33rd Ave SW,Seattle,WA 98126,7,37
3938,295950.0,2,1.0,1190,6200,1.0,0,0,3,1190,0,1948,1994,1610 N 185th St,Shoreline,WA 98133,7,66
3940,605000.0,4,2.5,2800,10786,1.0,0,0,3,1420,1380,1970,2014,16674 SE 17th St,Bellevue,WA 98008,7,44
3941,255000.0,2,1.5,920,1598,2.0,0,0,3,920,0,1995,0,10740 Stone Ave N,Seattle,WA 98133,7,19
3942,474000.0,3,1.75,1530,8000,2.0,0,0,3,1530,0,1978,0,10828 157th Ave NE,Redmond,WA 98052,7,36
3943,370000.0,2,1.0,860,5040,1.0,0,0,3,860,0,1956,2001,9257 7th Ave NW,Seattle,WA 98117,7,58
3944,288000.0,3,2.5,1520,3593,2.0,0,0,3,1520,0,2004,2003,22412 SE 243rd St,Maple Valley,WA 98038,7,10
3945,100000.0,2,0.75,660,5240,1.0,0,0,4,660,0,1912,1989,749 1st Ave N,Kent,WA 98032,7,102
3947,600000.0,5,2.25,3000,13899,2.0,0,0,4,3000,0,1975,0,17612 NE 30th Pl,Redmond,WA 98052,7,39
3948,515000.0,5,3.25,2740,9629,1.0,0,0,5,1390,1350,1977,0,10723 NE 189th St,Bothell,WA 98011,7,37
3949,345000.0,4,2.5,2040,5523,2.0,0,0,3,2040,0,1999,0,455 S 190th St,Burien,WA 98148,7,15
3951,850000.0,3,2.0,2470,8800,2.0,0,0,3,2470,0,1961,2004,3914 88th Ave SE,Mercer Island,WA 98040,7,53
3952,439990.0,3,2.5,1930,1348,2.0,0,0,3,1300,630,2005,0,3433 21st Ave W,Seattle,WA 98199,7,9
3953,554950.0,3,2.5,2950,10254,2.0,0,0,3,2950,0,2006,0,409 Pasco Pl NE,Renton,WA 98059,7,8
3954,605000.0,3,2.5,2610,6405,2.0,0,0,3,2610,0,2001,0,7102 Curtis Dr SE,Snoqualmie,WA 98065,7,13
3955,609000.0,3,1.75,1630,1526,3.0,0,0,3,1630,0,2014,0,3644 Phinney Ave N,Seattle,WA 98103,7,0
3956,425000.0,3,1.5,1400,1022,3.0,0,0,3,1400,0,2007,0,1018 NE 96th St,Seattle,WA 98115,7,7
3957,399900.0,2,1.75,1410,1005,1.5,0,0,3,900,510,2011,0,932-968 NE High St,Issaquah,WA 98029,7,3
3960,519995.0,4,3.0,2590,6160,2.0,0,0,3,2590,0,2014,0,14012 163rd Pl SE,Renton,WA 98059,7,0
3961,625000.0,3,1.5,1300,7200,1.0,0,0,5,1300,0,1960,0,619 9th Ave,Kirkland,WA 98033,7,54
3962,600000.0,3,2.5,2320,7609,2.0,0,0,3,2320,0,2003,0,769-821 Big Tree Dr NW,Issaquah,WA 98027,7,11
3965,671000.0,4,3.0,3130,5700,1.5,0,0,3,1750,1380,1953,0,4222 NE 72nd St,Seattle,WA 98115,7,61
3966,459500.0,3,1.75,1470,4950,1.0,0,0,3,1030,440,1984,0,14301 Wallingford Ave N,Seattle,WA 98133,7,30
3967,499000.0,3,2.5,1540,1326,3.0,0,0,3,1390,150,1995,0,2841 13th Ave W,Seattle,WA 98119,7,19
3969,395000.0,3,1.75,1480,7700,1.0,0,0,3,1480,0,1975,0,13547 104th Pl NE,Kirkland,WA 98034,7,39
3971,382500.0,2,1.0,1190,4440,1.0,0,0,3,1190,0,1981,2013,3825 NE 117th St,Seattle,WA 98125,7,33
3973,530000.0,3,1.75,1320,2500,1.0,0,0,3,870,450,1918,0,2108 NE 54th St,Seattle,WA 98105,7,96
3975,747500.0,4,2.25,2350,18600,2.0,0,0,4,2350,0,1977,0,16327 Inglewood Pl NE,Kenmore,WA 98028,7,37
3976,199990.0,3,1.0,1100,8560,1.0,0,0,3,1100,0,1961,2004,214 SW 305th St,Federal Way,WA 98023,7,53
3977,548800.0,4,1.0,1660,4704,1.5,0,0,3,1260,400,1930,1997,8612 8th Ave NE,Seattle,WA 98115,7,84
3979,588000.0,3,2.0,1860,4777,2.0,0,0,5,1860,0,1908,0,8222 16th Ave NE,Seattle,WA 98115,7,106
3982,445000.0,2,2.0,1240,2500,2.0,0,0,3,1240,0,1985,0,2847 NW 70th St,Seattle,WA 98117,7,29
3983,300000.0,4,3.0,2200,10800,1.0,0,0,3,2200,0,1960,2012,17237 129th Ave SE,Renton,WA 98058,7,54
3984,480000.0,3,2.25,1680,9090,1.0,0,0,4,1130,550,1959,0,305 158th Pl SE,Bellevue,WA 98008,7,55
3985,300000.0,3,1.0,930,5160,1.5,0,0,5,930,0,1919,1934,8631 17th Ave SW,Seattle,WA 98106,7,95
3988,875000.0,3,1.5,1820,12686,1.0,0,0,4,1820,0,1952,0,2424 109th Ave SE,Bellevue,WA 98004,7,62
3989,266000.0,4,2.25,1995,7102,2.0,0,0,4,1995,0,1981,0,33724 27th Pl SW,Federal Way,WA 98023,7,33
3991,335950.0,2,1.5,800,5192,1.0,0,0,5,800,0,1951,0,10203 42nd Ave SW,Seattle,WA 98146,7,63
3992,215000.0,3,1.0,960,9563,1.0,0,0,5,960,0,1967,0,1625 SW 351st St,Federal Way,WA 98023,7,47
3993,481000.0,4,2.5,2286,8269,2.0,0,0,3,2286,0,2002,0,1831 NE 29th Ct,Renton,WA 98056,7,12
3994,320000.0,3,1.75,2220,11646,1.0,0,0,3,1270,950,1950,2005,5608 NE 204th St,Kenmore,WA 98028,7,64
3995,295000.0,3,1.75,1940,7500,1.5,0,0,4,1940,0,1918,1985,1708 Franklin St,Enumclaw,WA 98022,7,96
3996,295000.0,3,1.5,1640,7222,2.0,0,0,4,1640,0,1908,0,9047 4th Ave S,Seattle,WA 98108,7,106
3997,320000.0,3,1.0,1120,10576,1.0,0,0,4,1120,0,1969,0,17722 199th Ave NE,Woodinville,WA 98077,7,45
3998,780000.0,4,2.0,2600,4800,1.0,0,2,3,1400,1200,1953,0,1937 10th Ave W,Seattle,WA 98119,7,61
3999,437500.0,3,2.0,1490,4800,2.0,0,0,5,1490,0,1948,1985,309 NW 89th St,Seattle,WA 98117,7,66
4000,443000.0,5,1.75,1650,3000,1.5,0,0,3,1650,0,1902,0,814 20th Ave S,Seattle,WA 98144,7,112
4001,575000.0,4,2.5,2400,6137,2.0,0,0,3,2400,0,1990,2009,22447 NE 9th Dr,Sammamish,WA 98074,7,24
4002,245000.0,2,1.0,1500,6685,1.0,0,0,3,1190,310,1926,2003,12226 Phinney Ave N,Seattle,WA 98133,7,88
4003,450000.0,3,2.5,1990,12793,2.0,0,0,3,1990,0,1993,0,14543 86th Pl NE,Kenmore,WA 98028,7,21
4004,536000.0,2,1.5,1130,746,2.0,0,0,3,1030,100,2009,0,5412 6th Ave NW,Seattle,WA 98107,7,5
4005,685000.0,3,3.25,2030,11070,2.0,0,0,4,2030,0,1980,0,16725 NE 42nd Ct,Redmond,WA 98052,7,34
4006,373000.0,4,1.75,1590,7920,2.0,0,0,4,1590,0,1960,2001,16016 Burke Ave N,Shoreline,WA 98133,7,54
4007,450000.0,3,1.75,1480,8394,1.0,0,0,4,1480,0,1971,0,6201 147th Ct NE,Redmond,WA 98052,7,43
4010,230000.0,3,1.0,1390,6000,1.0,0,0,3,1390,0,1954,2005,880 Monroe Ave NE,Renton,WA 98056,7,60
4011,593000.0,3,2.75,1830,1850,2.0,0,0,3,1690,140,2011,0,2101-2499 NW Stoney Creek Dr,Issaquah,WA 98027,7,3
4012,558000.0,2,2.0,1580,5750,1.0,0,0,5,790,790,1910,0,4052 41st Ave SW,Seattle,WA 98116,7,104
4013,538250.0,3,2.25,2590,15229,2.0,0,3,3,2590,0,1984,0,23105 Marine View Dr S,Des Moines,WA 98198,7,30
4014,475000.0,5,2.5,2510,8050,1.0,0,0,4,1490,1020,1977,0,12608 NE 134th Pl,Kirkland,WA 98034,7,37
4015,209950.0,3,1.5,1180,7300,1.0,0,0,4,1180,0,1968,0,2601-2667 Alpine St SE,Auburn,WA 98002,7,46
4019,821000.0,3,2.75,2760,8476,1.0,0,0,4,1690,1070,1967,0,6950 93rd Ave SE,Mercer Island,WA 98040,7,47
4020,665000.0,5,2.0,2800,17788,1.0,0,0,4,1400,1400,1963,0,7502 132nd Ave NE,Kirkland,WA 98033,7,51
4021,339000.0,3,2.5,1450,3748,2.0,0,0,3,1450,0,2004,2003,7621 Orchard Ave SE,Snoqualmie,WA 98065,7,10
4022,631500.0,4,2.0,2530,5650,1.5,0,0,4,1910,620,1910,0,2900-2998 Fairmount Ave SW,Seattle,WA 98116,7,104
4023,570000.0,3,2.0,1640,2808,1.0,0,3,4,820,820,1924,0,3209 S Charles St,Seattle,WA 98144,7,90
4024,437000.0,3,1.75,2220,17568,1.0,0,0,4,2220,0,1967,0,16527 191st Pl NE,Woodinville,WA 98072,7,47
4025,542500.0,3,2.5,2040,10086,2.0,0,0,3,2040,0,1987,2000,8511 170th Ct NE,Redmond,WA 98052,7,27
4026,229500.0,3,1.0,1230,6000,1.0,0,0,4,1230,0,1967,0,1605 21st St NE,Auburn,WA 98002,7,47
4027,170500.0,2,1.0,1060,7700,1.0,0,0,3,820,240,1981,2013,1019 S 22nd Ct,Renton,WA 98055,7,33
4028,391500.0,3,2.5,1920,9625,2.0,0,0,3,1920,0,1993,0,955 11th Ct SW,North Bend,WA 98045,7,21
4029,296475.0,3,2.5,1520,4170,2.0,0,0,3,1520,0,2004,2003,24312 226th Ave SE,Maple Valley,WA 98038,7,10
4033,328000.0,3,2.0,2250,7904,1.5,0,0,3,2250,0,1998,2006,1512 10th Ct NW,Auburn,WA 98001,7,16
4034,300000.0,4,2.5,2090,5195,2.0,0,0,3,2090,0,2007,0,22736 129th Pl SE,Kent,WA 98031,7,7
4035,500000.0,3,2.5,1720,3012,2.0,0,0,3,1720,0,2011,0,14020 Meridian Ave N,Seattle,WA 98133,7,3
4036,494815.0,3,2.5,1910,2091,2.0,0,0,3,1910,0,2014,0,1273 NE Hickory Ln,Issaquah,WA 98029,7,0
4037,378000.0,3,2.5,1601,2491,3.0,0,0,3,1536,65,2007,0,12341 10th Pl NE,Seattle,WA 98125,7,7
4038,505000.0,2,2.25,1060,1209,2.0,0,0,3,940,120,2006,0,2000 Yale Ave E,Seattle,WA 98102,7,8
4039,680000.0,4,2.75,2330,3920,2.0,0,0,3,2330,0,2005,0,3440 NE Marion Ln,Issaquah,WA 98029,7,9
4040,351999.0,3,2.5,2370,4200,2.0,0,0,3,2370,0,2014,0,25828 243rd Ave SE,Maple Valley,WA 98038,7,0
4041,510000.0,3,2.5,1420,1237,3.0,0,0,3,1420,0,2014,0,2252 NW 62nd St,Seattle,WA 98107,7,0
4043,374000.0,2,1.5,1260,1575,2.0,0,0,3,1260,0,2001,0,2900-2948 S Irving St,Seattle,WA 98144,7,13
4044,509900.0,3,2.5,3030,9053,2.0,0,0,3,3030,0,2009,0,5221 NE 7th Pl,Renton,WA 98059,7,5
4045,230000.0,3,1.75,1140,1201,2.0,0,0,3,1140,0,2014,0,4424-4438 Martin Luther King Jr Way S,Seattle,WA 98108,7,0
4046,527700.0,5,2.5,2820,9375,1.0,0,0,4,1550,1270,1968,0,15910 SE 42nd Pl,Bellevue,WA 98006,7,46
4047,438000.0,2,2.0,1270,1372,3.0,0,0,3,1270,0,2000,0,848 NE 67th St,Seattle,WA 98115,7,14
4048,900000.0,3,2.5,3180,12600,2.0,0,0,4,3180,0,1978,2000,3004 211th Ave NE,Sammamish,WA 98074,7,36
4049,1131000.0,3,2.25,2790,13791,1.0,0,3,3,2790,0,2006,0,18125 Brittany Dr SW,Normandy Park,WA 98166,7,8
4050,439000.0,4,2.25,2570,9503,2.0,0,0,3,2570,0,1980,0,18719 129th Ct NE,Bothell,WA 98011,7,34
4051,315000.0,2,1.0,1080,2674,1.0,0,0,4,720,360,1919,1985,4820 12th Ave S,Seattle,WA 98108,7,95
4052,765000.0,4,4.0,3010,7221,2.0,0,0,3,3010,0,2004,2003,2828 277th Terrace SE,Sammamish,WA 98075,7,10
